sn,np,coating,bacteria,mdr,strain,np_synthesis,method,mic_np_µg_ml,concentration,zoi_np_mm,np_size_min_nm,np_size_max_nm,np_size_avg_nm,shape,time_set_hours,zeta_potential_mV,solvent_for_extract,temperature_for_extract_C,duration_preparing_extract_min,precursor_of_np,concentration_of_precursor_mM,hydrodynamic_diameter_nm,ph_during_synthesis,reference,doi,article_list,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
62,Ag,0,Staphylococcus aureus,0,clinical isolate,chemical_synthesis,MIC,12,,,20,50,35,spherical,24,-18,,,,,,,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0224904,10.1371/journal.pone.0224904,28,PLOS ONE,Public Library of Science (PLoS),2019,Enhancement of antibiotics antimicrobial activity due to the silver nanoparticles impact on the cell membrane,TRUE,TRUE,gold,28_10.1371@journal.pone.0224904.pdf,1
63,Ag,0,Escherichia coli,0,,green_synthesis,MIC,30,,,5,40,13,spherical,24,,,,,,,,,https://link.springer.com/article/10.1007/s12010-014-0852-z,10.1007/s12010-014-0852-z,6,Applied Biochemistry and Biotechnology,Springer Science and Business Media LLC,2014,Antibacterial Activity and Synergistic Effect of Biosynthesized AgNPs with Antibiotics Against Multidrug-Resistant Biofilm-Forming Coagulase-Negative Staphylococci Isolated from Clinical Samples,FALSE,FALSE,closed,6_thomas2014.pdf,0
64,Ag,0,Micrococcus luteus,0,,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),MIC,65,,,5,40,13,spherical,,-28,water (double distilled),27,2880,AgNO3,1,,7.2,https://www.sciencedirect.com/science/article/pii/S1549963409000914,10.1016/j.nano.2009.04.006,27,"Nanomedicine: Nanotechnology, Biology and Medicine",Elsevier BV,2010,Biogenic synthesis of silver nanoparticles and their synergistic effect with antibiotics: a study against gram-positive and gram-negative bacteria,FALSE,FALSE,closed,6_thomas2014.pdf,0
65,Ag,0,Salmonella typhi,0,,green_synthesis,MIC,35,,,5,40,13,spherical,24,,,,,,,,,https://link.springer.com/article/10.1007/s12010-014-0852-z,10.1007/s12010-014-0852-z,6,Applied Biochemistry and Biotechnology,Springer Science and Business Media LLC,2014,Antibacterial Activity and Synergistic Effect of Biosynthesized AgNPs with Antibiotics Against Multidrug-Resistant Biofilm-Forming Coagulase-Negative Staphylococci Isolated from Clinical Samples,FALSE,FALSE,closed,6_thomas2014.pdf,0
66,Ag,0,Staphylococcus aureus,0,,green_synthesis,MIC,80,,,5,40,13,spherical,24,,,,,,,,,https://link.springer.com/article/10.1007/s12010-014-0852-z,10.1007/s12010-014-0852-z,6,Applied Biochemistry and Biotechnology,Springer Science and Business Media LLC,2014,Antibacterial Activity and Synergistic Effect of Biosynthesized AgNPs with Antibiotics Against Multidrug-Resistant Biofilm-Forming Coagulase-Negative Staphylococci Isolated from Clinical Samples,FALSE,FALSE,closed,6_thomas2014.pdf,0
67,Ag,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 730785),MIC,0.09,,,10,10,10,triangular,18,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
68,Ag,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 730807),MIC,0.02,,,40,40,40,triangular,18,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
69,Ag,0,Staphylococcus aureus,1,MFBF 10679,chemical_synthesis (sigma aldrich. 730785),MIC,0.47,,,10,10,10,triangular,18,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
70,Ag,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 730785),MBC,0.31,,,10,10,10,triangular,18,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
71,Ag,0,Staphylococcus aureus,0,ATCC 29213,chemical_synthesis (sigma aldrich. 730807),MBC,1.04,,,40,40,40,triangular,18,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
72,Ag,0,Staphylococcus aureus,1,MFBF 10679,chemical_synthesis (sigma aldrich. 730785),MBC,2.5,,,10,10,10,triangular,18,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
73,Ag,0,Staphylococcus aureus,0,,chemical_synthesis,MIC,0.09,,,10,10,10,triangular,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
74,Ag,0,Staphylococcus aureus,0,,chemical_synthesis,MIC,0.47,,,10,10,10,triangular,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
75,Ag,0,Staphylococcus aureus,0,,chemical_synthesis,MBC,0.31,,,10,10,10,triangular,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
76,Ag,0,Staphylococcus aureus,0,,chemical_synthesis,MBC,2.5,,,10,10,10,triangular,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
77,Ag,0,Pseudomonas aeruginosa,0,,purchased from sigma aldrich ( citrate capped agnps),MIC,1.25,,,40,40,40,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
78,Ag,0,Staphylococcus aureus,0,,chemical_synthesis,MIC,0.02,,,40,40,40,triangular,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
79,Ag,0,Staphylococcus aureus,0,,chemical_synthesis,MBC,1.04,,,40,40,40,triangular,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
80,Ag,0,Staphylococcus epidermidis,0,,chemical_synthesis,MIC,6,,,40,40,40,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
81,Ag,0,Staphylococcus epidermidis,0,,chemical_synthesis,MIC,4,,,40,40,40,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
82,Ag,0,Staphylococcus epidermidis,0,,chemical_synthesis,MIC,1,,,40,40,40,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,TRUE,TRUE,gold,29_10.3390@polym13040659.pdf,1
83,Ag,1,Klebsiella pneumoniae,1,K-13,chemical_synthesis (East Nano Chemicals Co.),MIC,250,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
84,Ag,1,Klebsiella pneumoniae,1,K-33,chemical_synthesis (East Nano Chemicals Co.),MIC,250,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
85,Ag,1,Klebsiella pneumoniae,1,K-36,chemical_synthesis (East Nano Chemicals Co.),MIC,125,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
86,Ag,1,Klebsiella pneumoniae,1,K-13,chemical_synthesis (East Nano Chemicals Co.),MBEC,500,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
87,Ag,1,Klebsiella pneumoniae,1,K-33,chemical_synthesis (East Nano Chemicals Co.),MBEC,1000,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
88,Ag,1,Klebsiella pneumoniae,1,K-36,chemical_synthesis (East Nano Chemicals Co.),MBEC,500,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
89,Ag,1,Klebsiella pneumoniae,1,K-13,chemical_synthesis (East Nano Chemicals Co.),MIC,62,,,10,90,50,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
90,Ag,1,Klebsiella pneumoniae,1,K-33,chemical_synthesis (East Nano Chemicals Co.),MIC,62,,,10,90,50,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
91,Ag,1,Klebsiella pneumoniae,1,K-36,chemical_synthesis (East Nano Chemicals Co.),MIC,125,,,10,90,50,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
92,Ag,1,Klebsiella pneumoniae,1,K-13,chemical_synthesis (East Nano Chemicals Co.),MBEC,1000,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
93,Ag,1,Klebsiella pneumoniae,1,K-33,chemical_synthesis (East Nano Chemicals Co.),MBEC,500,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
94,Ag,1,Klebsiella pneumoniae,1,K-36,chemical_synthesis (East Nano Chemicals Co.),MBEC,1000,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
95,Ag,0,Klebsiella pneumoniae,1,K-13,chemical_synthesis (East Nano Chemicals Co.),MIC,4000,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
96,Ag,0,Klebsiella pneumoniae,1,K-33,chemical_synthesis (East Nano Chemicals Co.),MIC,4000,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
97,Ag,0,Klebsiella pneumoniae,1,K-36,chemical_synthesis (East Nano Chemicals Co.),MIC,4000,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
98,Ag,0,Klebsiella pneumoniae,1,K-13,chemical_synthesis (East Nano Chemicals Co.),MBEC,4000,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
99,Ag,0,Klebsiella pneumoniae,1,K-33,chemical_synthesis (East Nano Chemicals Co.),MBEC,4000,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
100,Ag,0,Klebsiella pneumoniae,1,K-36,chemical_synthesis (East Nano Chemicals Co.),MBEC,4000,,,10,50,30,spherical,24,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,10.1016/j.jtemb.2021.126840,21,Journal of Trace Elements in Medicine and Biology,Elsevier BV,2021,"Antibacterial and antibiofilm efficacy of Ag NPs, Ni NPs and Al2O3 NPs singly and in combination against multidrug-resistant Klebsiella pneumoniae isolates",FALSE,FALSE,closed,21_S0946672X21001309.pdf,0
101,Ag,0,Actinobacillus pleuropneumoniae,0,17/06L,chemical_synthesis,MIC,25,,,4,10,8,spherical,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1090023315004414,10.1016/j.tvjl.2015.10.032,32,The Veterinary Journal,Elsevier,2016,Enhanced antibacterial effect of antibiotics in combination with silver nanoparticles against animal pathogens,FALSE,FALSE,closed,32_smekalova2016.pdf,0
102,Ag,0,Actinobacillus pleuropneumoniae,0,17/06L,chemical_synthesis,MIC,25,,,4,10,8,spherical,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1090023315004414,10.1016/j.tvjl.2015.10.032,32,The Veterinary Journal,Elsevier,2016,Enhanced antibacterial effect of antibiotics in combination with silver nanoparticles against animal pathogens,FALSE,FALSE,closed,32_smekalova2016.pdf,0
103,Ag,0,Actinobacillus pleuropneumoniae,0,17/06L,chemical_synthesis,MIC,25,,,4,10,8,spherical,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1090023315004414,10.1016/j.tvjl.2015.10.032,32,The Veterinary Journal,Elsevier,2016,Enhanced antibacterial effect of antibiotics in combination with silver nanoparticles against animal pathogens,FALSE,FALSE,closed,32_smekalova2016.pdf,0
104,Ag,0,Actinobacillus pleuropneumoniae,0,17/06L,chemical_synthesis,MIC,25,,,4,10,8,spherical,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1090023315004414,10.1016/j.tvjl.2015.10.032,32,The Veterinary Journal,Elsevier,2016,Enhanced antibacterial effect of antibiotics in combination with silver nanoparticles against animal pathogens,FALSE,FALSE,closed,32_smekalova2016.pdf,0
105,Ag,0,Escherichia coli,0,GN2514,chemical_synthesis,MIC,6.3,,,4,10,8,spherical,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1090023315004414,10.1016/j.tvjl.2015.10.032,32,The Veterinary Journal,Elsevier,2016,Enhanced antibacterial effect of antibiotics in combination with silver nanoparticles against animal pathogens,FALSE,FALSE,closed,32_smekalova2016.pdf,0
106,Ag,0,Escherichia coli,0,GN2514,chemical_synthesis,MIC,6.3,,,4,10,8,spherical,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1090023315004414,10.1016/j.tvjl.2015.10.032,32,The Veterinary Journal,Elsevier,2016,Enhanced antibacterial effect of antibiotics in combination with silver nanoparticles against animal pathogens,FALSE,FALSE,closed,32_smekalova2016.pdf,0
