sn,material,shape,coat_functional_group,synthesis_method,surface_charge,size_in_medium_nm,zeta_in_medium_mv,no_of_cells_cells_well,human_animal,cell_source,cell_tissue,cell_morphology,cell_age,time_hr,concentration,test,test_indicator,viability_%,doi,article_list,core_nm,hydrodynamic_nm,potential_mv,cell_type,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
66,SiO2,Sphere,,Commercial,Negative,10,,2600,A,Mouse,,,,24,100,XTT,TetrazoliumSalt,82.714,10.5402/2012/454072,2,,10,-27,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",TRUE,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1
67,SiO2,Sphere,,Commercial,Negative,10,,2600,A,Mouse,,,,24,1000,XTT,TetrazoliumSalt,25.525,10.5402/2012/454072,2,,10,-27,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",TRUE,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1
68,SiO2,Sphere,,Commercial,Negative,10,,2600,A,Mouse,,,,24,1,LDH,LDHrelease,4.5234,10.5402/2012/454072,2,,10,-27,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",TRUE,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1
69,SiO2,Sphere,,Commercial,Negative,10,,2600,A,Mouse,,,,24,10,LDH,LDHrelease,6.1389,10.5402/2012/454072,2,,10,-27,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",TRUE,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1
70,SiO2,,,Commercial,,10,,,A,Mouse,,,,24,100,LDH,LDHrelease,22.294,10.5402/2012/454072,2,,10,-27,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",TRUE,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1
71,SiO2,,,Commercial,,10,,,A,Mouse,,,,24,1000,LDH,LDHrelease,69.467,10.5402/2012/454072,2,,10,-27,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",TRUE,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1
72,SiO2,Sphere,,Commercial,Negative,10,,6000,A,Mouse,,,,24,1,Live/Dead,PropidiumIodide,95.315,10.5402/2012/454072,2,,10,-27,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",TRUE,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1
73,SiO2,Sphere,,Commercial,Negative,10,,6000,A,Mouse,,,,24,10,Live/Dead,PropidiumIodide,86.268,10.5402/2012/454072,2,,10,-27,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",TRUE,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1
74,SiO2,Sphere,,Commercial,Negative,10,,6000,A,Mouse,,,,24,100,Live/Dead,PropidiumIodide,69.467,10.5402/2012/454072,2,,10,-27,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",TRUE,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1
75,SiO2,,,Commercial,,10,,,A,Mouse,,,,24,1000,Live/Dead,PropidiumIodide,9.6931,10.5402/2012/454072,2,,10,-27,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",TRUE,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1
76,SiO2,Sphere,,Commercial,Negative,10,,6000,A,Mouse,,,,24,1,Live/Dead,CalceinAM,94.023,10.5402/2012/454072,2,,10,-27,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",TRUE,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1
77,SiO2,Sphere,,Commercial,Negative,10,,6000,A,Mouse,,,,24,10,Live/Dead,CalceinAM,91.761,10.5402/2012/454072,2,,10,-27,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",TRUE,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1
78,SiO2,Sphere,,Commercial,Negative,10,,6000,A,Mouse,,,,24,100,Live/Dead,CalceinAM,71.729,10.5402/2012/454072,2,,10,-27,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",TRUE,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1
79,SiO2,Sphere,,Commercial,Negative,10,,6000,A,Mouse,,,,24,1000,Live/Dead,CalceinAM,44.265,10.5402/2012/454072,2,,10,-27,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",TRUE,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1
92,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000,A,,,,,24,100,MTT,TetrazoliumSalt,102,10.1002/jbm.b.33068,3,,18,,VERO,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
93,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000,A,,,,,24,200,MTT,TetrazoliumSalt,105.08,10.1002/jbm.b.33068,3,,18,,VERO,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
94,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000,A,,,,,24,300,MTT,TetrazoliumSalt,100,10.1002/jbm.b.33068,3,,18,,VERO,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
95,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000,A,,,,,24,400,MTT,TetrazoliumSalt,100,10.1002/jbm.b.33068,3,,18,,VERO,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
96,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000,A,,,,,24,500,MTT,TetrazoliumSalt,80,10.1002/jbm.b.33068,3,,18,,VERO,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
97,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000,A,,,,,24,100,MTT,TetrazoliumSalt,101.97,10.1002/jbm.b.33068,3,,18,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
98,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000,A,,,,,24,200,MTT,TetrazoliumSalt,115.09,10.1002/jbm.b.33068,3,,18,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
99,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000,A,,,,,24,300,MTT,TetrazoliumSalt,115.09,10.1002/jbm.b.33068,3,,18,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
100,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000,A,,,,,24,400,MTT,TetrazoliumSalt,100.1,10.1002/jbm.b.33068,3,,18,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
101,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000,A,,,,,24,500,MTT,TetrazoliumSalt,118.08,10.1002/jbm.b.33068,3,,18,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
102,Fe3O4,Sphere,PEG,Thermal Decomposition,,,,10000,A,,,,,24,100,MTT,TetrazoliumSalt,80,10.1002/jbm.b.33068,3,,18,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
103,Fe3O4,Sphere,PEG,Thermal Decomposition,,,,10000,A,,,,,24,200,MTT,TetrazoliumSalt,75.077,10.1002/jbm.b.33068,3,,18,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
104,Fe3O4,Sphere,PEG,Thermal Decomposition,,,,10000,A,,,,,24,300,MTT,TetrazoliumSalt,50,10.1002/jbm.b.33068,3,,18,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
105,Fe3O4,Sphere,PEG,Thermal Decomposition,,,,10000,A,,,,,24,400,MTT,TetrazoliumSalt,38,10.1002/jbm.b.33068,3,,18,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
106,Fe3O4,Sphere,PEG,Thermal Decomposition,,,,10000,A,,,,,24,500,MTT,TetrazoliumSalt,34.923,10.1002/jbm.b.33068,3,,18,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
107,Fe3O4,Sphere,PEG,Thermal Decomposition,,,,10000,A,,,,,24,100,MTT,TetrazoliumSalt,89.986,10.1002/jbm.b.33068,3,,18,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
108,Fe3O4,Sphere,PEG,Thermal Decomposition,,,,10000,A,,,,,24,200,MTT,TetrazoliumSalt,80.245,10.1002/jbm.b.33068,3,,18,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
109,Fe3O4,Sphere,PEG,Thermal Decomposition,,,,10000,A,,,,,24,300,MTT,TetrazoliumSalt,31.916,10.1002/jbm.b.33068,3,,18,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
110,Fe3O4,Sphere,PEG,Thermal Decomposition,,,,10000,A,,,,,24,400,MTT,TetrazoliumSalt,30.043,10.1002/jbm.b.33068,3,,18,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
111,Fe3O4,Sphere,PEG,Thermal Decomposition,,,,10000,A,,,,,24,500,MTT,TetrazoliumSalt,30.043,10.1002/jbm.b.33068,3,,18,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,FALSE,TRUE,green,3_mojicapisciotti2014.pdf,1
112,Bi,Sphere,,Precipitation,,,,20000,H,,,,,24,,Live/Dead,CalceinAM,97.16,10.1007/s10856-012-4716-1,4,,20,,HeLa,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
113,Bi,Sphere,,Precipitation,,,,20000,H,,,,,24,,Live/Dead,CalceinAM,86.296,10.1007/s10856-012-4716-1,4,,20,,HeLa,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
114,Bi,Sphere,,Precipitation,,,,20000,H,,,,,24,,Live/Dead,CalceinAM,55.802,10.1007/s10856-012-4716-1,4,,20,,HeLa,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
115,Bi,Sphere,,Precipitation,,,,20000,H,,,,,24,,Live/Dead,CalceinAM,99.256,10.1007/s10856-012-4716-1,4,,20,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
116,Bi,Sphere,,Precipitation,,,,20000,H,,,,,24,,Live/Dead,CalceinAM,87.593,10.1007/s10856-012-4716-1,4,,20,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
117,Bi,Sphere,,Precipitation,,,,20000,H,,,,,24,,Live/Dead,CalceinAM,71.712,10.1007/s10856-012-4716-1,4,,20,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
118,Bi,Sphere,,Precipitation,,,,20000,H,,,,,24,,MTT,TetrazoliumSalt,95.11,10.1007/s10856-012-4716-1,4,,20,,HeLa,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
119,Bi,Sphere,,Precipitation,,,,20000,H,,,,,24,,MTT,TetrazoliumSalt,87.164,10.1007/s10856-012-4716-1,4,,20,,HeLa,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
120,Bi,Sphere,,Precipitation,,,,20000,H,,,,,24,,MTT,TetrazoliumSalt,54.156,10.1007/s10856-012-4716-1,4,,20,,HeLa,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
121,Bi,Sphere,,Precipitation,,,,20000,H,,,,,24,,MTT,TetrazoliumSalt,96.429,10.1007/s10856-012-4716-1,4,,20,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
122,Bi,Sphere,,Precipitation,,,,20000,H,,,,,24,,MTT,TetrazoliumSalt,92.989,10.1007/s10856-012-4716-1,4,,20,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
123,Bi,Sphere,,Precipitation,,,,20000,H,,,,,24,,MTT,TetrazoliumSalt,67.857,10.1007/s10856-012-4716-1,4,,20,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
124,Bi,Sphere,NH2,Precipitation,,,,20000,H,,,,,24,,Live/Dead,CalceinAM,99.383,10.1007/s10856-012-4716-1,4,,20,,HeLa,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
125,Bi,Sphere,NH2,Precipitation,,,,20000,H,,,,,24,,Live/Dead,CalceinAM,70,10.1007/s10856-012-4716-1,4,,20,,HeLa,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
126,Bi,Sphere,NH2,Precipitation,,,,20000,H,,,,,24,,Live/Dead,CalceinAM,48.642,10.1007/s10856-012-4716-1,4,,20,,HeLa,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
127,Bi,Sphere,NH2,Precipitation,,,,20000,H,,,,,24,,Live/Dead,CalceinAM,99.256,10.1007/s10856-012-4716-1,4,,20,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
128,Bi,Sphere,NH2,Precipitation,,,,20000,H,,,,,24,,Live/Dead,CalceinAM,82.878,10.1007/s10856-012-4716-1,4,,20,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
129,Bi,Sphere,NH2,Precipitation,,,,20000,H,,,,,24,,Live/Dead,CalceinAM,77.916,10.1007/s10856-012-4716-1,4,,20,,MG-63,Journal of Materials Science: Materials in Medicine,Springer Science and Business Media LLC,2012,In vitro cytotoxicity of surface modified bismuth nanoparticles,FALSE,FALSE,closed,4_luo2012.pdf,0
